Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score,Stress_Num,Risk_Index,Risk_Level,En_Riesgo,Usage_Level,Sleep_Deficit,Unlocks_Per_Hour,Study_Usage_Ratio
24,Male,Denmark,Graduate,Twitter,News,4.5,145,2.4,1.6,7.3,Medium,7.0,1,0.494,Medio,False,Moderado,False,32.2,0.53
19,Female,Ireland,Undergraduate,Instagram,Entertainment,5.9,208,1.9,2.3,6.5,High,6.0,2,0.684,Medio,False,Alto,False,35.3,0.32
22,Male,India,Undergraduate,Facebook,Networking,7.2,211,1.0,0.9,5.7,Very High,4.0,3,0.948,Alto,True,Muy alto,True,29.3,0.14
20,Female,Switzerland,Undergraduate,TikTok,Entertainment,4.6,178,3.5,1.6,7.2,High,7.0,2,0.559,Medio,False,Moderado,False,38.7,0.76
23,Male,Turkey,Graduate,Instagram,Entertainment,6.8,213,1.0,0.5,6.0,Very High,5.0,3,0.89,Alto,True,Muy alto,False,31.3,0.15
21,Female,USA,Undergraduate,Twitter,News,5.3,196,3.9,1.3,6.8,High,6.0,2,0.6,Medio,False,Alto,False,37.0,0.74
24,Male,Mexico,Graduate,Facebook,Networking,6.2,194,2.2,0.6,6.3,High,5.0,2,0.729,Medio,False,Alto,False,31.3,0.35
19,Female,France,Undergraduate,Instagram,Entertainment,4.7,164,2.3,2.1,7.2,High,7.0,2,0.61,Medio,False,Moderado,False,34.9,0.49
22,Male,Canada,Undergraduate,TikTok,Entertainment,5.8,194,2.7,2.9,6.6,Very High,6.0,3,0.761,Medio,False,Alto,False,33.4,0.47
20,Female,UK,Undergraduate,Twitter,News,6.1,190,1.3,1.3,6.4,High,5.0,2,0.767,Alto,True,Alto,False,31.1,0.21
23,Male,Italy,Graduate,Facebook,Networking,4.8,153,2.7,1.0,7.1,Medium,7.0,1,0.482,Bajo,False,Moderado,False,31.9,0.56
21,Female,Russia,Undergraduate,Instagram,Entertainment,6.7,212,1.6,1.8,6.0,Very High,4.0,3,0.923,Alto,True,Muy alto,False,31.6,0.24
24,Male,China,Graduate,WeChat,Entertainment,5.5,188,2.1,1.3,6.8,High,6.0,2,0.675,Medio,False,Alto,False,34.2,0.38
19,Female,Japan,Undergraduate,Twitter,News,4.2,140,4.5,2.6,7.5,Medium,8.0,1,0.349,Bajo,False,Moderado,False,33.3,1.07
22,Male,Poland,Undergraduate,TikTok,Entertainment,6.3,212,1.1,1.3,6.2,Very High,5.0,3,0.886,Alto,True,Alto,False,33.7,0.17
20,Female,Finland,Undergraduate,Instagram,Entertainment,4.4,160,3.1,1.6,7.4,High,7.0,2,0.576,Medio,False,Moderado,False,36.4,0.7
23,Male,Spain,Graduate,Facebook,Networking,6.5,193,1.0,1.3,6.1,Very High,5.0,3,0.89,Alto,True,Muy alto,False,29.7,0.15
21,Female,Denmark,Undergraduate,Twitter,News,4.6,177,2.9,2.2,7.3,Medium,7.0,1,0.473,Bajo,False,Moderado,False,38.5,0.63
24,Male,Ireland,Graduate,Instagram,Entertainment,5.9,173,3.0,1.4,6.5,High,6.0,2,0.638,Medio,False,Alto,False,29.3,0.51
19,Female,India,Undergraduate,TikTok,Entertainment,7.0,226,1.5,1.0,5.8,Very High,4.0,3,0.927,Alto,True,Muy alto,True,32.3,0.21
22,Male,Switzerland,Undergraduate,Facebook,Networking,4.5,154,4.9,1.8,7.3,High,7.0,2,0.501,Medio,False,Moderado,False,34.2,1.09
20,Female,Turkey,Undergraduate,Instagram,Entertainment,6.6,216,3.2,0.7,6.1,Very High,5.0,3,0.798,Alto,True,Muy alto,False,32.7,0.48
23,Male,USA,Graduate,Twitter,News,5.5,192,1.7,1.8,6.7,High,6.0,2,0.692,Medio,False,Alto,False,34.9,0.31
21,Female,Mexico,Undergraduate,TikTok,Entertainment,6.3,209,1.8,0.5,6.2,Very High,5.0,3,0.857,Alto,True,Alto,False,33.2,0.29
24,Male,France,Graduate,Facebook,Networking,4.8,171,2.3,1.6,7.1,High,7.0,2,0.61,Medio,False,Moderado,False,35.6,0.48
19,Female,Canada,Undergraduate,Instagram,Entertainment,5.7,200,1.7,2.0,6.6,High,6.0,2,0.692,Medio,False,Alto,False,35.1,0.3
22,Male,UK,Undergraduate,Twitter,News,6.2,208,1.3,1.6,6.3,Very High,5.0,3,0.878,Alto,True,Alto,False,33.5,0.21
20,Female,Italy,Undergraduate,TikTok,Entertainment,4.7,174,2.5,2.1,7.2,High,7.0,2,0.601,Medio,False,Moderado,False,37.0,0.53
23,Male,Russia,Graduate,Instagram,Entertainment,6.8,211,1.0,1.3,5.9,Very High,4.0,3,0.948,Alto,True,Muy alto,True,31.0,0.15
21,Female,China,Undergraduate,WeChat,News,5.6,173,2.3,2.2,6.7,High,6.0,2,0.667,Medio,False,Alto,False,30.9,0.41
24,Male,Japan,Graduate,Twitter,News,4.3,141,2.7,2.4,7.5,Medium,8.0,1,0.424,Bajo,False,Moderado,False,32.8,0.63
19,Female,Poland,Undergraduate,Facebook,Networking,6.2,204,2.5,1.7,6.3,Very High,5.0,3,0.827,Alto,True,Alto,False,32.9,0.4
19,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.7,188,1.6,2.0,5.7,High,6.0,2,0.696,Medio,False,Alto,True,33.0,0.28
22,Male,Canada,Undergraduate,TikTok,Entertainment,4.0,128,6.2,2.4,8.2,Low,6.0,0,0.281,Bajo,False,Moderado,False,32.0,1.55
24,Male,Other,Graduate,YouTube,Education,7.2,213,1.0,1.0,5.9,Very High,5.9,3,0.838,Alto,True,Muy alto,True,29.6,0.14
20,Female,Australia,Undergraduate,Facebook,Networking,4.2,168,3.9,1.3,7.6,Low,7.0,0,0.32,Bajo,False,Moderado,False,40.0,0.93
19,Male,Nepal,Undergraduate,TikTok,Entertainment,4.3,161,2.7,2.1,7.7,High,7.0,2,0.593,Medio,False,Moderado,False,37.4,0.63
19,Female,Qatar,Undergraduate,TikTok,Entertainment,4.9,177,4.5,2.0,5.7,High,6.0,2,0.575,Medio,False,Moderado,True,36.1,0.92
18,Male,Argentina,High School,TikTok,Entertainment,5.5,169,3.4,2.2,5.3,High,5.0,2,0.678,Medio,False,Alto,True,30.7,0.62
23,Female,Spain,Graduate,Facebook,Networking,6.4,187,1.8,0.9,6.2,High,5.0,2,0.746,Medio,False,Muy alto,False,29.2,0.28
23,Male,Other,Graduate,TikTok,Entertainment,3.5,123,3.4,1.7,8.5,Low,7.3,0,0.324,Bajo,False,Bajo,False,35.1,0.97
18,Female,Other,High School,YouTube,Education,7.4,244,1.0,1.4,5.8,Very High,4.7,3,0.907,Alto,True,Muy alto,True,33.0,0.14
20,Female,Australia,Undergraduate,Instagram,Entertainment,4.6,160,2.5,1.8,7.3,High,7.0,2,0.601,Medio,False,Moderado,False,34.8,0.54
21,Male,Germany,Undergraduate,Instagram,Entertainment,1.9,103,7.3,1.6,8.7,Low,8.1,0,0.115,Bajo,False,Bajo,False,54.2,3.84
20,Female,Ireland,Undergraduate,TikTok,Entertainment,3.3,126,5.3,2.4,8.6,Medium,7.0,1,0.373,Bajo,False,Bajo,False,38.2,1.61
20,Male,Canada,Undergraduate,Twitter,News,5.8,189,2.3,0.6,5.6,High,5.5,2,0.696,Medio,False,Alto,True,32.6,0.4
19,Female,USA,Undergraduate,Instagram,Entertainment,7.5,236,1.0,0.7,4.8,Very High,5.0,3,0.89,Alto,True,Muy alto,True,31.5,0.13
22,Female,India,Undergraduate,Instagram,Entertainment,5.8,208,1.4,2.2,5.8,Very High,6.0,3,0.816,Alto,True,Alto,True,35.9,0.24
20,Male,Other,Undergraduate,TikTok,Entertainment,4.0,142,4.6,2.9,7.1,Medium,7.3,1,0.385,Bajo,False,Moderado,False,35.5,1.15
22,Male,Poland,Undergraduate,TikTok,Entertainment,6.3,205,2.7,0.8,6.2,High,5.0,2,0.708,Medio,False,Alto,False,32.5,0.43
22,Female,Other,Undergraduate,Instagram,Entertainment,8.0,261,1.0,0.8,4.9,Very High,4.0,3,0.948,Alto,True,Muy alto,True,32.6,0.12
24,Male,China,Graduate,WeChat,News,5.5,176,1.2,1.6,6.8,High,6.0,2,0.713,Medio,False,Alto,False,32.0,0.22
19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.8,178,3.4,2.7,7.1,High,7.0,2,0.564,Medio,False,Moderado,False,37.1,0.71
23,Male,Other,Graduate,TikTok,Entertainment,6.6,211,2.2,1.1,5.6,Very High,5.0,3,0.84,Alto,True,Muy alto,True,32.0,0.33
19,Male,USA,Undergraduate,Twitter,News,3.9,157,2.8,1.8,6.6,High,6.9,2,0.594,Medio,False,Moderado,False,40.3,0.72
22,Male,Malaysia,Undergraduate,WhatsApp,News,5.6,183,2.4,2.4,6.7,High,6.0,2,0.663,Medio,False,Alto,False,32.7,0.43
21,Male,Mexico,Undergraduate,WhatsApp,Networking,6.7,217,1.5,1.1,5.5,Very High,6.0,3,0.812,Alto,True,Muy alto,True,32.4,0.22
19,Male,Other,Undergraduate,TikTok,Entertainment,6.3,194,1.5,1.8,4.8,Very High,4.0,3,0.927,Alto,True,Alto,True,30.8,0.24
21,Male,Other,Undergraduate,YouTube,Education,6.3,207,1.0,0.7,5.9,High,4.5,2,0.808,Alto,True,Alto,True,32.9,0.16
22,Male,India,Undergraduate,Facebook,Networking,4.4,148,3.3,1.8,8.8,Medium,7.0,1,0.457,Bajo,False,Moderado,False,33.6,0.75
22,Female,USA,Undergraduate,LinkedIn,Education,4.2,154,3.5,1.1,6.8,Medium,6.5,1,0.477,Bajo,False,Moderado,False,36.7,0.83
20,Male,Other,Undergraduate,YouTube,Education,3.9,153,4.0,1.5,6.7,High,6.0,2,0.596,Medio,False,Moderado,False,39.2,1.03
19,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.6,157,2.9,2.3,7.0,Medium,5.0,1,0.588,Medio,False,Moderado,False,34.1,0.63
22,Male,Other,Undergraduate,YouTube,Education,6.0,192,1.6,1.5,6.7,High,6.4,2,0.673,Medio,False,Alto,False,32.0,0.27
21,Male,Mexico,Undergraduate,WhatsApp,Education,5.7,179,2.3,1.4,6.5,High,6.0,2,0.667,Medio,False,Alto,False,31.4,0.4
19,Female,Other,Undergraduate,Snapchat,Entertainment,5.1,181,3.3,1.4,7.1,Medium,6.5,1,0.485,Medio,False,Alto,False,35.5,0.65
19,Female,India,Undergraduate,Facebook,Networking,5.8,193,2.0,1.4,7.4,High,6.5,2,0.651,Medio,False,Alto,False,33.3,0.34
21,Male,Australia,Undergraduate,TikTok,Entertainment,7.2,225,1.0,1.4,4.7,Very High,5.8,3,0.844,Alto,True,Muy alto,True,31.2,0.14
23,Female,Other,Graduate,Instagram,Entertainment,7.6,216,1.0,1.6,4.7,Very High,5.6,3,0.856,Alto,True,Muy alto,True,28.4,0.13
19,Female,Japan,Undergraduate,Twitter,News,4.5,141,2.0,0.6,7.6,Medium,8.0,1,0.454,Bajo,False,Moderado,False,31.3,0.44
21,Female,Germany,Undergraduate,YouTube,Education,3.7,117,4.7,1.7,8.7,Medium,8.6,1,0.306,Bajo,False,Bajo,False,31.6,1.27
20,Male,Cyprus,Undergraduate,Facebook,Networking,3.8,154,4.2,2.1,6.6,Medium,7.0,1,0.419,Bajo,False,Bajo,False,40.5,1.11
23,Male,USA,Graduate,YouTube,Education,4.7,176,3.3,1.8,6.9,High,6.2,2,0.614,Medio,False,Moderado,False,37.4,0.7
22,Male,Canada,Undergraduate,TikTok,Entertainment,3.6,117,5.2,2.3,8.6,Low,6.0,0,0.323,Bajo,False,Bajo,False,32.5,1.44
20,Male,Other,Undergraduate,LinkedIn,Education,8.1,228,1.0,1.1,5.9,Very High,5.9,3,0.838,Alto,True,Muy alto,True,28.1,0.12
19,Male,Other,Undergraduate,LinkedIn,Education,3.2,136,3.2,2.0,9.0,Medium,8.3,1,0.386,Bajo,False,Bajo,False,42.5,1.0
22,Female,India,Undergraduate,YouTube,Education,3.0,120,5.2,2.0,8.9,Medium,7.1,1,0.371,Bajo,False,Bajo,False,40.0,1.73
21,Male,UK,Undergraduate,TikTok,Entertainment,4.7,154,3.3,1.7,6.2,High,6.3,2,0.608,Medio,False,Moderado,False,32.8,0.7
22,Female,Other,Undergraduate,TikTok,Entertainment,5.2,179,2.9,2.3,6.3,Medium,6.8,1,0.485,Medio,False,Alto,False,34.4,0.56
21,Male,UK,Undergraduate,TikTok,Entertainment,4.7,151,2.9,1.5,6.2,High,6.3,2,0.625,Medio,False,Moderado,False,32.1,0.62
22,Male,Other,Undergraduate,LinkedIn,Education,8.0,232,1.0,1.0,4.5,Very High,5.4,3,0.867,Alto,True,Muy alto,True,29.0,0.12
19,Female,India,Undergraduate,Instagram,Entertainment,7.0,214,1.7,1.3,5.8,Very High,4.0,3,0.918,Alto,True,Muy alto,True,30.6,0.24
22,Male,Russia,Undergraduate,VKontakte,Networking,4.3,167,4.1,2.7,7.7,High,7.0,2,0.534,Medio,False,Moderado,False,38.8,0.95
18,Female,Canada,High School,YouTube,Education,6.8,225,1.0,1.1,5.2,Very High,5.2,3,0.879,Alto,True,Muy alto,True,33.1,0.15
19,Female,India,Undergraduate,WhatsApp,Education,7.0,207,1.0,1.7,5.8,Very High,5.0,3,0.89,Alto,True,Muy alto,True,29.6,0.14
19,Male,Nepal,Undergraduate,TikTok,Entertainment,3.5,134,5.1,2.7,8.5,Medium,7.0,1,0.381,Bajo,False,Bajo,False,38.3,1.46
19,Female,India,Undergraduate,WhatsApp,News,6.8,230,2.2,1.3,6.0,Very High,5.0,3,0.84,Alto,True,Muy alto,False,33.8,0.32
20,Male,Germany,Undergraduate,YouTube,Education,4.4,173,4.1,1.8,6.1,High,6.5,2,0.563,Medio,False,Moderado,False,39.3,0.93
23,Female,Other,Graduate,Facebook,Networking,2.0,105,5.3,2.3,7.9,Low,7.1,0,0.256,Bajo,False,Bajo,False,52.5,2.65
18,Female,Other,High School,Snapchat,Entertainment,3.7,122,4.8,1.9,7.9,Medium,7.3,1,0.376,Bajo,False,Bajo,False,33.0,1.3
24,Female,Other,Graduate,YouTube,Education,7.8,229,1.0,1.5,5.4,Very High,5.6,3,0.856,Alto,True,Muy alto,True,29.4,0.13
21,Male,Italy,Undergraduate,TikTok,Entertainment,5.1,160,4.1,1.8,7.0,High,5.0,2,0.649,Medio,False,Alto,False,31.4,0.8
19,Male,USA,Undergraduate,LinkedIn,Education,2.4,91,4.9,2.5,7.2,Low,8.6,0,0.186,Bajo,False,Bajo,False,37.9,2.04
24,Female,Other,Graduate,Facebook,Networking,3.3,114,4.5,1.6,7.2,Medium,7.3,1,0.389,Bajo,False,Bajo,False,34.5,1.36
24,Female,USA,Graduate,Twitter,News,6.4,197,2.2,0.9,6.0,Very High,5.2,3,0.828,Alto,True,Muy alto,False,30.8,0.34
23,Female,Other,Graduate,LinkedIn,Education,6.2,202,1.8,2.5,5.3,Very High,5.4,3,0.834,Alto,True,Alto,True,32.6,0.29
24,Male,Other,Graduate,Facebook,Networking,4.1,142,3.0,1.9,6.1,Medium,6.0,1,0.527,Medio,False,Moderado,False,34.6,0.73
21,Female,Other,Undergraduate,TikTok,Entertainment,5.8,186,2.5,1.2,5.6,High,6.0,2,0.659,Medio,False,Alto,True,32.1,0.43
21,Male,Canada,Undergraduate,Instagram,Entertainment,4.9,156,3.6,2.5,7.3,High,6.0,2,0.613,Medio,False,Moderado,False,31.8,0.73
22,Male,Other,Undergraduate,TikTok,Entertainment,1.6,71,6.5,2.7,8.2,Low,8.6,0,0.119,Bajo,False,Bajo,False,44.4,4.06
19,Female,Other,Undergraduate,YouTube,Education,2.9,136,5.3,2.6,7.1,Low,8.8,0,0.158,Bajo,False,Bajo,False,46.9,1.83
22,Male,India,Undergraduate,WhatsApp,Networking,6.2,203,1.6,1.4,6.1,Very High,5.0,3,0.865,Alto,True,Alto,False,32.7,0.26
23,Male,UK,Graduate,Instagram,Entertainment,3.7,126,5.5,1.9,8.4,Medium,7.2,1,0.353,Bajo,False,Bajo,False,34.1,1.49
20,Female,Spain,Undergraduate,TikTok,Entertainment,4.5,169,2.8,1.8,7.4,High,6.0,2,0.646,Medio,False,Moderado,False,37.6,0.62
22,Female,USA,Undergraduate,LinkedIn,Education,4.2,163,3.3,1.3,6.8,High,6.5,2,0.596,Medio,False,Moderado,False,38.8,0.79
20,Female,France,Undergraduate,Instagram,Entertainment,3.0,138,5.0,2.2,9.0,Low,7.0,0,0.274,Bajo,False,Bajo,False,46.0,1.67
22,Male,Denmark,Undergraduate,Facebook,Networking,2.7,98,6.0,2.5,9.1,Low,8.0,0,0.175,Bajo,False,Bajo,False,36.3,2.22
18,Male,Other,High School,Twitter,News,7.3,232,1.0,2.1,5.3,Very High,5.0,3,0.89,Alto,True,Muy alto,True,31.8,0.14
21,Male,Other,Undergraduate,Snapchat,Entertainment,8.2,269,1.0,1.0,4.9,Very High,5.6,3,0.856,Alto,True,Muy alto,True,32.8,0.12
24,Male,UK,Graduate,TikTok,Entertainment,5.9,204,1.0,0.4,5.9,High,4.9,2,0.785,Alto,True,Alto,True,34.6,0.17
18,Male,Other,High School,LinkedIn,Education,7.3,216,1.0,1.1,5.1,Very High,4.1,3,0.942,Alto,True,Muy alto,True,29.6,0.14
22,Male,Afghanistan,Undergraduate,LinkedIn,Education,2.9,132,4.2,3.5500000000000003,7.0,Medium,7.0,1,0.419,Bajo,False,Bajo,False,45.5,1.45
23,Male,Poland,Graduate,Facebook,Networking,6.4,201,1.3,1.8,6.3,Very High,5.0,3,0.878,Alto,True,Muy alto,False,31.4,0.2
22,Male,Denmark,Undergraduate,Facebook,Networking,3.1,121,5.4,1.8,8.7,Low,8.0,0,0.2,Bajo,False,Bajo,False,39.0,1.74
19,Female,Ireland,Undergraduate,Instagram,Entertainment,6.1,199,1.4,1.8,5.2,Very High,5.0,3,0.873,Alto,True,Alto,True,32.6,0.23
23,Female,Switzerland,Graduate,LinkedIn,Education,2.5,117,5.7,2.0,7.3,Low,8.0,0,0.187,Bajo,False,Bajo,False,46.8,2.28
21,Male,India,Undergraduate,WhatsApp,Education,6.7,196,1.1,0.6,5.6,Very High,5.0,3,0.886,Alto,True,Muy alto,True,29.3,0.16
22,Female,Canada,Undergraduate,Instagram,Entertainment,6.8,216,1.7,1.1,5.4,Very High,4.4,3,0.895,Alto,True,Muy alto,True,31.8,0.25
21,Female,India,Undergraduate,Instagram,Entertainment,5.6,197,2.8,1.6,5.6,High,6.0,2,0.646,Medio,False,Alto,True,35.2,0.5
19,Female,Brazil,Undergraduate,WhatsApp,Networking,6.2,201,1.2,0.5,6.3,Very High,6.0,3,0.824,Alto,True,Alto,False,32.4,0.19
19,Female,Other,Undergraduate,Facebook,Networking,6.1,187,1.8,0.9,4.6,High,4.3,2,0.786,Alto,True,Alto,True,30.7,0.3
22,Female,Other,Undergraduate,YouTube,Education,2.3,84,6.5,2.4,8.8,Low,9.0,0,0.096,Bajo,False,Bajo,False,36.5,2.83
24,Male,India,Graduate,LinkedIn,Education,8.1,248,1.0,0.8,5.1,Very High,5.1,3,0.884,Alto,True,Muy alto,True,30.6,0.12
23,Male,Canada,Graduate,Instagram,Entertainment,5.2,183,1.7,1.9,7.0,High,6.0,2,0.692,Medio,False,Alto,False,35.2,0.33
19,Male,Other,Undergraduate,YouTube,Education,3.4,131,5.1,1.5,8.6,Low,7.6,0,0.236,Bajo,False,Bajo,False,38.5,1.5
20,Male,Other,Undergraduate,TikTok,Entertainment,3.5,151,3.6,2.5,7.9,Low,7.8,0,0.287,Bajo,False,Bajo,False,43.1,1.03
18,Female,Germany,High School,YouTube,Education,1.9,96,7.2,1.9,7.7,Low,7.8,0,0.136,Bajo,False,Bajo,False,50.5,3.79
20,Female,Australia,Undergraduate,Snapchat,Entertainment,7.5,232,1.3,1.9,5.2,Very High,4.8,3,0.889,Alto,True,Muy alto,True,30.9,0.17
21,Male,Other,Undergraduate,LinkedIn,Education,1.8,72,6.4,1.7,9.0,Low,8.2,0,0.147,Bajo,False,Bajo,False,40.0,3.56
20,Female,Australia,Undergraduate,Facebook,Networking,4.2,152,3.9,1.4,7.6,Medium,7.0,1,0.431,Bajo,False,Moderado,False,36.2,0.93
22,Male,Other,Undergraduate,YouTube,Education,8.1,233,1.0,1.2,5.6,Very High,5.4,3,0.867,Alto,True,Muy alto,True,28.8,0.12
21,Male,Turkey,Undergraduate,Instagram,Entertainment,3.9,150,4.6,2.9,8.3,Low,6.0,0,0.348,Bajo,False,Moderado,False,38.5,1.18
22,Male,Russia,Undergraduate,VKontakte,Networking,4.2,136,3.5,2.1,7.8,Medium,7.0,1,0.448,Bajo,False,Moderado,False,32.4,0.83
24,Male,Sweden,Graduate,LinkedIn,Education,2.0,111,6.2,2.8,7.8,Low,8.0,0,0.166,Bajo,False,Bajo,False,55.5,3.1
21,Male,Other,Undergraduate,Twitter,News,5.8,182,2.9,1.6,5.4,Very High,4.9,3,0.816,Alto,True,Alto,True,31.4,0.5
19,Male,Other,Undergraduate,TikTok,Entertainment,4.4,152,3.2,1.4,7.0,High,6.2,2,0.618,Medio,False,Moderado,False,34.5,0.73
19,Male,Other,Undergraduate,TikTok,Entertainment,4.8,150,2.7,1.6,7.0,High,6.1,2,0.645,Medio,False,Moderado,False,31.2,0.56
23,Male,India,Graduate,LinkedIn,Education,4.5,145,2.5,1.3,6.2,Medium,6.4,1,0.525,Medio,False,Moderado,False,32.2,0.56
19,Male,Uzbekistan,Undergraduate,TikTok,Entertainment,5.5,198,1.6,1.0,5.4,Very High,5.0,3,0.865,Alto,True,Alto,True,36.0,0.29
23,Female,Other,Graduate,YouTube,Education,7.4,221,1.0,1.4,5.7,Very High,4.2,3,0.936,Alto,True,Muy alto,True,29.9,0.14
23,Female,Other,Graduate,TikTok,Entertainment,1.6,85,7.0,2.0,8.7,Low,8.9,0,0.081,Bajo,False,Bajo,False,53.1,4.38
23,Male,Australia,Graduate,YouTube,Education,3.4,149,6.0,2.3,8.7,Medium,7.8,1,0.297,Bajo,False,Bajo,False,43.8,1.76
20,Male,Other,Undergraduate,Twitter,News,7.8,244,1.3,0.4,5.2,Very High,5.2,3,0.866,Alto,True,Muy alto,True,31.3,0.17
18,Female,Other,High School,Snapchat,Entertainment,3.2,106,3.5,2.3,7.8,Low,8.5,0,0.251,Bajo,False,Bajo,False,33.1,1.09
21,Female,Other,Undergraduate,TikTok,Entertainment,3.5,126,5.1,1.9,7.5,High,9.0,2,0.377,Bajo,False,Bajo,False,36.0,1.46
23,Male,Slovakia,Graduate,LinkedIn,Education,2.3,97,6.8,3.1,7.4,Low,8.0,0,0.141,Bajo,False,Bajo,False,42.2,2.96
19,Female,Nepal,Undergraduate,TikTok,Entertainment,5.8,181,1.8,1.7,5.4,High,6.0,2,0.688,Medio,False,Alto,True,31.2,0.31
24,Male,India,Graduate,Instagram,Entertainment,2.7,101,5.4,2.9,8.6,Medium,7.8,1,0.323,Bajo,False,Bajo,False,37.4,2.0
20,Female,India,Undergraduate,Snapchat,Entertainment,6.5,207,1.0,1.0,5.7,Very High,4.1,3,0.942,Alto,True,Muy alto,True,31.8,0.15
22,Female,Other,Undergraduate,TikTok,Entertainment,4.1,142,4.1,2.0,6.4,Medium,6.9,1,0.429,Bajo,False,Moderado,False,34.6,1.0
22,Male,Mexico,Undergraduate,WhatsApp,Entertainment,6.0,186,1.1,1.0,6.2,Very High,6.0,3,0.829,Alto,True,Alto,False,31.0,0.18
22,Male,Bangladesh,Undergraduate,Facebook,Networking,4.3,148,3.9,1.7,7.3,High,5.0,2,0.657,Medio,False,Moderado,False,34.4,0.91
20,Male,India,Undergraduate,LinkedIn,Education,7.5,225,1.0,1.0,5.2,Very High,5.2,3,0.879,Alto,True,Muy alto,True,30.0,0.13
22,Male,Turkey,Undergraduate,TikTok,Entertainment,3.8,129,4.6,1.7,8.4,Low,6.0,0,0.348,Bajo,False,Bajo,False,33.9,1.21
19,Male,Andorra,Undergraduate,TikTok,Entertainment,5.3,175,3.5,1.1,5.5,Very High,5.0,3,0.785,Alto,True,Alto,True,33.0,0.66
20,Female,Nepal,Undergraduate,TikTok,Entertainment,5.5,199,1.9,0.9,5.9,High,6.0,2,0.684,Medio,False,Alto,True,36.2,0.35
20,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.6,135,3.5,0.9,8.4,Medium,8.0,1,0.391,Bajo,False,Bajo,False,37.5,0.97
23,Female,Other,Graduate,Facebook,Networking,7.2,228,1.0,0.7,5.6,Very High,4.6,3,0.913,Alto,True,Muy alto,True,31.7,0.14
21,Male,Other,Undergraduate,Facebook,Networking,6.7,231,1.1,1.6,4.6,Very High,4.5,3,0.915,Alto,True,Muy alto,True,34.5,0.16
19,Female,Canada,Undergraduate,Instagram,Entertainment,5.7,191,1.8,0.8,6.6,High,6.0,2,0.688,Medio,False,Alto,False,33.5,0.32
22,Female,Other,Undergraduate,YouTube,Education,7.9,230,1.0,0.3,5.1,Very High,4.9,3,0.896,Alto,True,Muy alto,True,29.1,0.13
19,Female,USA,Undergraduate,YouTube,Education,5.2,170,3.2,2.6,7.0,High,6.7,2,0.589,Medio,False,Alto,False,32.7,0.62
21,Male,Other,Undergraduate,Snapchat,Entertainment,8.3,251,1.0,0.6,4.7,Very High,5.0,3,0.89,Alto,True,Muy alto,True,30.2,0.12
21,Male,New Zealand,Undergraduate,Instagram,Entertainment,4.6,158,2.5,2.0,7.6,High,7.0,2,0.601,Medio,False,Moderado,False,34.3,0.54
18,Female,USA,High School,Twitter,News,3.8,125,3.8,2.4,8.4,Medium,7.2,1,0.424,Bajo,False,Bajo,False,32.9,1.0
19,Female,Norway,Undergraduate,Instagram,Entertainment,5.0,154,3.9,2.1,5.7,High,5.0,2,0.657,Medio,False,Moderado,True,30.8,0.78
24,Male,Other,Graduate,Twitter,News,8.3,245,1.0,0.2,5.5,Very High,4.3,3,0.93,Alto,True,Muy alto,True,29.5,0.12
20,Female,Paraguay,Undergraduate,TikTok,Entertainment,4.7,178,3.2,1.7,5.8,Medium,6.0,1,0.518,Medio,False,Moderado,True,37.9,0.68
23,Female,USA,Graduate,Instagram,Entertainment,3.8,148,4.7,1.2,7.4,Medium,7.1,1,0.392,Bajo,False,Bajo,False,38.9,1.24
18,Female,Other,High School,Twitter,News,5.6,198,1.5,2.8,4.8,High,5.9,2,0.706,Medio,False,Alto,True,35.4,0.27
24,Male,Other,Graduate,Instagram,Entertainment,6.5,193,1.5,0.6,5.3,Very High,4.8,3,0.881,Alto,True,Muy alto,True,29.7,0.23
24,Female,Other,Graduate,Instagram,Entertainment,3.7,133,4.4,1.6,8.8,Medium,9.0,1,0.296,Bajo,False,Bajo,False,35.9,1.19
18,Male,Trinidad,High School,TikTok,Entertainment,5.6,188,2.0,1.1,5.2,High,5.0,2,0.737,Medio,False,Alto,True,33.6,0.36
21,Female,Lithuania,Undergraduate,Facebook,Networking,3.2,122,5.1,1.5,6.8,High,7.0,2,0.492,Medio,False,Bajo,False,38.1,1.59
19,Male,Other,Undergraduate,TikTok,Entertainment,6.9,213,1.0,2.0,5.0,Very High,5.6,3,0.856,Alto,True,Muy alto,True,30.9,0.14
18,Female,USA,High School,Twitter,News,5.9,186,2.5,2.7,4.5,Very High,5.8,3,0.781,Alto,True,Alto,True,31.5,0.42
20,Male,UK,Undergraduate,Facebook,Networking,6.4,187,2.0,1.2,6.2,Very High,5.0,3,0.848,Alto,True,Muy alto,False,29.2,0.31
23,Female,Other,Graduate,Facebook,Networking,7.7,251,1.0,0.4,5.7,Very High,4.6,3,0.913,Alto,True,Muy alto,True,32.6,0.13
